path	upstream_mode	upstream_type	upstream_object_id	source_sha256	product_sha256	disposition	modification_reason	ignored_before_tracking_compatibility	ignore_rule_source	final_trackable
acp_adapter/entry.py	100644	blob	5048b702598212564af06e69464f67004168a017	F8C0A430671643E7D8327418AB117112B8F1041DCE2B1310C725BF4C7ECCDAB1	F8C0A430671643E7D8327418AB117112B8F1041DCE2B1310C725BF4C7ECCDAB1	imported_unmodified		false		true
acp_adapter/events.py	100644	blob	ab82c0e7e3d5ff1653dcc6a2f0ca1d3d611acbfa	A961F50B288FECA5664871D929CBF2F2532CDAAA50F206AD6FBDCB77A9F2CA38	A961F50B288FECA5664871D929CBF2F2532CDAAA50F206AD6FBDCB77A9F2CA38	imported_unmodified		false		true
acp_adapter/permissions.py	100644	blob	29bd101edd99db07a977cb4bb9d6b66fdcea203e	57001C99A5C04D6C5C795D2E0B18D1F4B021E3731D9D011EB9142301E8E95BC4	57001C99A5C04D6C5C795D2E0B18D1F4B021E3731D9D011EB9142301E8E95BC4	imported_unmodified		false		true
acp_adapter/provenance.py	100644	blob	58b05daf5afb6b2a189ee276eeba825b429f4b8e	138FFC113F473A9D3B423CA55526D8C2B68BA8CA1F29A23255C8891E5AC3954C	138FFC113F473A9D3B423CA55526D8C2B68BA8CA1F29A23255C8891E5AC3954C	imported_unmodified		false		true
acp_adapter/server.py	100644	blob	df773297346adb0fa80a6d28e2a10bd4c5d3ccd2	F53D20853688EF41DEA41D24722BEC0CA41DC2F35A7FBBFD6A8B64FF90E3FF07	F53D20853688EF41DEA41D24722BEC0CA41DC2F35A7FBBFD6A8B64FF90E3FF07	imported_unmodified		false		true
acp_adapter/session.py	100644	blob	b048fae510f8e855c12261e559cc6c562aad02bd	3F3B55D929282802C007142C10B27FC9B8E9373F303CDD4B61D45E530183F737	3F3B55D929282802C007142C10B27FC9B8E9373F303CDD4B61D45E530183F737	imported_unmodified		false		true
acp_adapter/tools.py	100644	blob	cbf7d15b3b868a55d3bdf72073fbc8ea1860e3cd	FC6C816570BA5AFA09FB8E05E973067DEE1E5086E69EE24ACC66E164506853B9	FC6C816570BA5AFA09FB8E05E973067DEE1E5086E69EE24ACC66E164506853B9	imported_unmodified		false		true
acp_registry/agent.json	100644	blob	09319a1d02a6e746e8975cdf9bc2159c32c379b3	F2D7FF1DE2C64B98D84191DC1A648BDD63C844C8EC819451B4EEDB8518AA5458	F2D7FF1DE2C64B98D84191DC1A648BDD63C844C8EC819451B4EEDB8518AA5458	imported_unmodified		false		true
acp_registry/icon.svg	100644	blob	f42c0daea458e89e4f66f5b23817bbb6d214e2bc	8F6157EBB2CA034BEC36094205E47777C794F9586FE33B6CA7E11E5A0A0DD6A3	8F6157EBB2CA034BEC36094205E47777C794F9586FE33B6CA7E11E5A0A0DD6A3	imported_unmodified		false		true
agent/__init__.py	100644	blob	41136f9b639ed85935d593ec7a642e1a5989b137	99F85BEC3844DE2BFBD984D64768B22A3A4C5DBA01375C6832B292D24E1617E4	99F85BEC3844DE2BFBD984D64768B22A3A4C5DBA01375C6832B292D24E1617E4	imported_unmodified		false		true
agent/account_usage.py	100644	blob	712e57feda4a792cb4bb9e753aba266bab0c0c60	1D3E9C5AFF85877A2B86ED6BD06E8C509A6FCFCEAEF05350CF74EEE0522D155C	1D3E9C5AFF85877A2B86ED6BD06E8C509A6FCFCEAEF05350CF74EEE0522D155C	imported_unmodified		false		true
agent/agent_init.py	100644	blob	495260d21886793143599b8a617a12c619005ce0	E12E593472981504046303DC6E87988849E9C35BBD29A0B75FE9672CB747E75F	E12E593472981504046303DC6E87988849E9C35BBD29A0B75FE9672CB747E75F	imported_unmodified		false		true
agent/agent_runtime_helpers.py	100644	blob	6f57f83e977435d4151b3d4288133421a367cccf	0CEAB31ABE7262D90A4ED76FC1E56EDE5B3543DF60CC4B7B2E50EA332EAA3F22	0CEAB31ABE7262D90A4ED76FC1E56EDE5B3543DF60CC4B7B2E50EA332EAA3F22	imported_unmodified		false		true
